gisjoin,white,black,AAPI,Hisp
G24003107001011,1501,104,207,43
G24003107001012,1246,214,221,63
G24003107001013,624,4,24,146
G24003107001031,1068,98,56,176
G24003107001032,748,30,8,7
G24003107001033,1748,444,706,175
G24003107001041,953,510,176,925
G24003107001042,611,455,128,476
G24003107001043,750,220,174,183
G24003107001051,611,760,230,232
G24003107001052,1152,123,246,87
G24003107001053,1173,450,407,187
G24003107002041,995,18,35,86
G24003107002042,672,0,67,34
G24003107002051,1840,604,1606,577
G24003107002052,2330,212,151,55
G24003107002053,728,21,87,175
G24003107002061,1253,44,72,241
G24003107002062,980,185,9,92
G24003107002063,2067,146,178,266
G24003107002071,1390,226,341,605
G24003107002072,1711,413,176,499
G24003107002081,1010,10,14,67
G24003107002082,910,101,95,105
G24003107003041,354,394,273,81
G24003107003042,356,725,1129,115
G24003107003043,1166,95,803,339
G24003107003044,847,446,712,174
G24003107003061,474,166,451,0
G24003107003062,1509,951,783,596
G24003107003063,791,440,592,334
G24003107003081,770,265,33,466
G24003107003082,937,247,108,220
G24003107003083,316,160,416,33
G24003107003084,812,455,191,392
G24003107003091,964,536,327,550
G24003107003092,665,1475,452,569
G24003107003101,1382,643,647,681
G24003107003102,443,182,91,252
G24003107003103,178,638,116,173
G24003107003104,576,26,127,44
G24003107003111,1273,781,1262,646
G24003107003112,306,0,374,62
G24003107003113,1916,876,1596,675
G24003107003121,645,292,68,166
G24003107003122,1244,321,341,100
G24003107003123,1266,536,591,481
G24003107004001,644,102,27,47
G24003107004002,1125,13,80,28
G24003107005001,2020,85,10,91
G24003107005002,1782,289,225,223
G24003107005003,1752,59,28,82
G24003107006041,1940,51,150,415
G24003107006042,1104,31,134,45
G24003107006043,987,107,45,185
G24003107006044,637,126,297,58
G24003107006061,596,6,572,143
G24003107006062,556,74,168,35
G24003107006063,1244,0,621,69
G24003107006071,662,12,928,159
G24003107006072,487,68,412,63
G24003107006073,660,15,1203,0
G24003107006074,1096,331,1299,115
G24003107006081,1141,7,394,291
G24003107006082,1310,86,1099,186
G24003107006083,731,0,331,0
G24003107006101,1411,73,330,267
G24003107006111,445,138,1309,450
G24003107006112,1308,773,1769,248
G24003107006131,846,308,1253,173
G24003107006132,1064,280,755,167
G24003107006133,567,111,241,72
G24003107006134,153,211,124,17
G24003107006141,970,554,85,182
G24003107006142,228,256,23,392
G24003107006143,729,438,648,449
G24003107006151,922,59,179,80
G24003107006152,1264,118,203,123
G24003107006161,498,155,310,25
G24003107006162,1149,221,480,108
G24003107006163,909,0,243,351
G24003107007041,472,0,35,408
G24003107007042,520,92,727,72
G24003107007043,123,91,63,343
G24003107007061,845,580,689,853
G24003107007062,462,324,275,155
G24003107007101,292,275,313,374
G24003107007102,457,79,135,119
G24003107007103,738,326,482,173
G24003107007104,478,306,225,772
G24003107007105,433,0,30,424
G24003107007111,669,306,449,1099
G24003107007112,1164,170,526,278
G24003107007113,672,171,129,76
G24003107007131,494,351,79,410
G24003107007132,317,626,322,720
G24003107007133,15,621,397,1486
G24003107007151,838,734,315,675
G24003107007152,210,406,709,294
G24003107007153,302,217,41,437
G24003107007154,294,218,23,654
G24003107007161,580,678,606,284
G24003107007162,997,672,255,1205
G24003107007163,1120,746,253,682
G24003107007171,345,870,216,603
G24003107007172,273,188,152,660
G24003107007173,357,634,132,1595
G24003107007174,501,15,157,20
G24003107007181,2174,555,817,452
G24003107007182,506,214,163,15
G24003107007191,577,594,120,1182
G24003107007192,1123,1112,671,1541
G24003107007193,653,499,168,1431
G24003107007201,589,264,237,266
G24003107007202,447,385,318,982
G24003107007211,245,303,92,428
G24003107007212,462,533,214,732
G24003107007221,286,678,466,628
G24003107007222,224,212,129,163
G24003107007223,624,462,336,116
G24003107007231,291,284,175,704
G24003107007232,1216,49,0,30
G24003107007233,334,425,104,83
G24003107007241,326,815,493,2082
G24003107008101,458,200,48,7
G24003107008102,635,764,187,570
G24003107008103,775,409,344,425
G24003107008111,359,260,220,371
G24003107008112,262,397,67,331
G24003107008113,594,509,119,847
G24003107008121,572,386,381,1092
G24003107008122,1147,119,185,119
G24003107008131,504,352,154,70
G24003107008132,176,301,99,786
G24003107008133,628,174,76,137
G24003107008134,417,405,173,1263
G24003107008151,1159,496,568,335
G24003107008152,398,257,71,904
G24003107008153,92,101,115,541
G24003107008154,397,881,28,265
G24003107008161,164,432,1103,1111
G24003107008162,977,602,511,207
G24003107008163,573,562,554,74
G24003107008164,226,212,286,1076
G24003107008171,332,183,537,250
G24003107008172,706,350,339,289
G24003107008173,1369,480,430,210
G24003107008181,272,748,252,334
G24003107008182,285,663,316,872
G24003107008183,298,600,125,170
G24003107008184,451,733,95,556
G24003107008191,548,325,245,256
G24003107008192,347,301,51,933
G24003107008193,1419,593,352,612
G24003107008194,136,616,95,298
G24003107008201,717,572,482,826
G24003107008221,618,220,308,549
G24003107008231,1689,154,590,286
G24003107008232,392,109,85,147
G24003107008241,2033,224,426,91
G24003107008261,843,0,62,39
G24003107008262,1567,0,393,143
G24003107008263,1725,185,338,140
G24003107008281,1488,57,602,74
G24003107008291,793,89,459,96
G24003107008292,856,48,473,252
G24003107008301,650,881,659,619
G24003107008321,810,748,323,1231
G24003107008331,545,207,420,569
G24003107008332,427,482,478,672
G24003107008341,361,282,68,195
G24003107008342,464,502,171,760
G24003107008343,585,622,224,616
G24003107008351,783,321,268,298
G24003107008352,858,516,1155,623
G24003107009011,930,231,849,59
G24003107009012,853,194,326,154
G24003107009021,668,481,218,388
G24003107009022,1284,132,196,341
G24003107009031,732,269,309,777
G24003107009041,759,152,331,265
G24003107009042,148,162,611,461
G24003107009051,786,138,809,100
G24003107009052,1187,98,749,203
G24003107010011,1281,132,643,724
G24003107010012,1459,25,237,258
G24003107010013,628,36,66,0
G24003107010021,495,50,168,27
G24003107010022,1471,8,252,192
G24003107010023,586,12,225,45
G24003107010041,767,439,141,155
G24003107010042,1351,65,125,33
G24003107010043,660,250,154,132
G24003107010044,729,6,212,107
G24003107010051,1423,323,664,459
G24003107010052,705,44,212,27
G24003107010061,873,26,431,19
G24003107010062,1518,43,468,284
G24003107010063,1098,12,373,61
G24003107010071,1331,445,637,42
G24003107010072,381,61,79,0
G24003107011011,347,20,97,330
G24003107011012,461,95,247,217
G24003107011013,281,1,142,42
G24003107011014,575,97,136,207
G24003107011015,490,43,19,746
G24003107011021,587,388,196,592
G24003107011022,414,134,165,893
G24003107011023,488,18,144,222
G24003107011024,340,0,110,548
G24003107011025,325,0,220,129
G24003107012011,1013,62,364,487
G24003107012012,783,45,571,699
G24003107012013,1051,201,143,626
G24003107012021,1215,54,44,246
G24003107012022,1079,24,10,51
G24003107012051,2025,265,165,61
G24003107012052,1918,150,263,211
G24003107012053,314,96,114,51
G24003107012054,625,52,86,31
G24003107012061,1126,17,134,251
G24003107012062,1251,0,165,484
G24003107012063,670,59,360,31
G24003107012064,1175,5,518,190
G24003107012101,590,102,429,55
G24003107012102,1311,40,200,92
G24003107012103,875,99,134,32
G24003107012111,1275,151,572,165
G24003107012112,1251,708,1218,431
G24003107012113,432,0,80,0
G24003107012121,656,45,138,20
G24003107012122,341,40,182,95
G24003107012123,908,40,272,148
G24003107012131,1171,0,211,20
G24003107012132,1610,121,274,122
G24003107012133,627,131,255,110
G24003107012134,706,17,18,142
G24003107012135,907,106,176,135
G24003107012141,1453,337,251,278
G24003107012142,918,54,172,172
G24003107012151,454,55,132,88
G24003107012152,864,84,93,60
G24003107012153,1150,230,297,238
G24003107012154,616,43,90,126
G24003107012161,394,0,151,73
G24003107012162,1101,43,500,194
G24003107012163,570,124,273,71
G24003107012164,578,29,358,132
G24003107012181,1334,237,448,398
G24003107012182,0,0,0,0
G24003107012183,290,25,142,71
G24003107012191,1048,422,1007,1833
G24003107012201,940,3,304,67
G24003107012202,881,180,1274,123
G24003107012211,1152,11,746,32
G24003107012212,945,413,902,63
G24003107013031,944,240,100,49
G24003107013032,1728,98,135,56
G24003107013041,1542,495,71,109
G24003107013042,686,0,13,253
G24003107013043,711,19,299,80
G24003107013044,1294,71,0,264
G24003107013061,1202,22,125,63
G24003107013062,1384,56,16,104
G24003107013071,2277,587,1053,248
G24003107013081,853,248,190,121
G24003107013082,1270,107,345,67
G24003107013121,845,43,342,0
G24003107013122,1011,61,144,140
G24003107013123,1189,202,516,198
G24003107013124,1066,0,55,104
G24003107013131,1144,355,184,259
G24003107013132,1070,168,291,114
G24003107013141,994,155,393,210
G24003107013142,614,205,170,387
G24003107013151,1239,284,139,365
G24003107013152,1287,490,437,96
G24003107013161,1676,900,88,309
G24003107013162,2444,169,379,319
G24003107013171,785,129,274,86
G24003107013172,1286,371,174,42
G24003107013173,983,85,107,96
G24003107014071,984,584,227,119
G24003107014072,626,398,233,37
G24003107014073,952,546,446,251
G24003107014081,1217,200,315,226
G24003107014082,509,186,510,21
G24003107014083,629,583,321,0
G24003107014084,970,206,152,190
G24003107014091,662,348,199,228
G24003107014092,736,343,315,0
G24003107014093,482,172,310,535
G24003107014101,401,494,193,86
G24003107014102,692,2377,391,772
G24003107014103,464,1527,404,254
G24003107014141,483,718,394,539
G24003107014142,507,381,260,11
G24003107014143,296,442,299,194
G24003107014144,246,1438,454,281
G24003107014151,524,197,216,192
G24003107014152,220,537,248,264
G24003107014153,463,315,240,169
G24003107014154,302,336,315,122
G24003107014155,284,1450,473,369
G24003107014171,155,467,675,68
G24003107014172,384,896,15,266
G24003107014173,122,715,140,174
G24003107014174,425,1063,262,14
G24003107014181,678,1711,599,478
G24003107014201,1887,665,71,61
G24003107014202,217,16,42,42
G24003107014203,756,748,621,24
G24003107014204,301,398,130,562
G24003107014211,100,952,140,413
G24003107014221,176,1099,169,99
G24003107014222,0,1409,14,122
G24003107014231,227,790,68,98
G24003107014232,130,807,221,302
G24003107014233,218,1279,115,242
G24003107015031,480,351,259,396
G24003107015032,293,776,217,16
G24003107015033,631,504,271,38
G24003107015034,540,622,462,427
G24003107015051,362,1484,86,174
G24003107015052,487,548,0,708
G24003107015053,1117,970,371,476
G24003107015061,1001,535,200,189
G24003107015062,792,997,179,381
G24003107015063,589,56,104,0
G24003107015071,663,573,459,111
G24003107015072,691,163,20,130
G24003107015073,618,384,404,136
G24003107015081,61,858,219,335
G24003107015082,59,438,37,0
G24003107015083,142,1454,204,197
G24003107015091,851,96,121,278
G24003107015092,110,872,0,361
G24003107015093,58,915,165,364
G24003107015094,14,1079,72,1257
G24003107016011,98,1000,238,960
G24003107016021,57,213,282,2554
G24003107016022,58,392,5,1486
G24003107016023,237,170,297,41
G24003107016024,178,364,358,487
G24003107017011,309,244,17,12
G24003107017012,985,420,102,151
G24003107017013,772,62,28,79
G24003107017021,684,889,182,727
G24003107017031,335,373,142,332
G24003107017032,587,339,49,77
G24003107017033,289,681,21,339
G24003107017041,581,433,46,251
G24003107017042,876,488,62,106
G24003107018001,456,1045,118,168
G24003107018002,196,1101,15,0
G24003107018003,686,81,19,102
G24003107018004,789,34,39,82
G24003107019001,199,335,78,1023
G24003107019002,330,66,43,415
G24003107019003,387,237,91,117
G24003107020001,25,475,220,1324
G24003107020002,125,208,84,763
G24003107020003,359,232,226,1519
G24003107021011,34,363,0,1760
G24003107021012,186,365,86,147
G24003107021013,292,442,515,282
G24003107021014,194,696,127,313
G24003107021021,968,68,50,38
G24003107021022,907,41,54,0
G24003107021023,883,80,44,13
G24003107022001,688,507,9,1145
G24003107022002,712,8,24,10
G24003107022003,751,55,207,77
G24003107022004,559,29,23,31
G24003107023011,584,673,108,371
G24003107023012,213,373,20,1111
G24003107023021,291,478,52,205
G24003107023022,691,87,30,7
G24003107023023,612,563,297,382
G24003107024011,621,48,95,54
G24003107024012,904,549,83,155
G24003107024021,452,353,110,20
G24003107024022,471,336,32,72
G24003107024023,919,1183,49,438
G24003107025001,515,710,45,99
G24003107025002,325,291,88,56
G24003107025003,302,452,113,46
G24003107025004,1511,1365,417,174
G24003107026011,403,120,34,391
G24003107026012,532,570,97,96
G24003107026013,427,383,32,67
G24003107026014,583,453,99,0
G24003107026021,545,274,113,233
G24003107026022,1528,1133,293,559
G24003107027001,799,617,101,1243
G24003107027002,505,169,139,91
G24003107027003,550,254,57,0
G24003107027004,649,945,180,503
G24003107028001,887,141,94,123
G24003107028002,471,422,109,474
G24003107028003,839,7,69,110
G24003107028004,613,407,10,111
G24003107029001,697,79,0,12
G24003107029002,698,232,112,276
G24003107029003,572,180,105,60
G24003107029004,750,527,81,24
G24003107029005,480,20,38,38
G24003107030001,491,85,30,113
G24003107030002,538,183,43,282
G24003107031001,340,440,227,338
G24003107031002,436,78,29,89
G24003107031003,865,95,60,419
G24003107031004,386,111,110,212
G24003107032011,1077,325,700,925
G24003107032012,785,11,87,661
G24003107032013,776,61,0,250
G24003107032014,987,77,96,249
G24003107032021,1463,99,0,102
G24003107032022,909,17,253,425
G24003107032023,1602,275,285,277
G24003107032061,527,441,279,311
G24003107032062,910,336,313,206
G24003107032071,151,962,378,2969
G24003107032072,1042,350,124,427
G24003107032081,909,35,74,17
G24003107032082,1003,150,0,120
G24003107032083,753,431,110,128
G24003107032084,762,101,62,419
G24003107032091,990,570,171,261
G24003107032092,997,425,454,609
G24003107032093,496,573,397,433
G24003107032101,703,514,265,1149
G24003107032102,619,124,137,22
G24003107032121,589,251,275,0
G24003107032122,628,807,847,603
G24003107032123,574,464,224,164
G24003107032124,596,1234,276,1508
G24003107032131,336,925,15,646
G24003107032132,163,988,160,1745
G24003107032133,144,321,225,434
G24003107032141,137,306,71,1260
G24003107032142,506,1335,322,1052
G24003107032143,118,1326,177,1051
G24003107032151,477,455,142,943
G24003107032152,468,526,213,30
G24003107032161,830,50,135,45
G24003107032162,474,1028,222,420
G24003107032163,422,54,17,61
G24003107032181,923,144,99,51
G24003107032182,619,36,19,0
G24003107032191,1115,79,192,0
G24003107032192,675,61,15,64
G24003107032193,784,151,44,0
G24003107032201,410,257,139,44
G24003107032202,706,1334,162,689
G24003107032203,265,422,86,379
G24003107032211,760,299,178,134
G24003107032212,421,397,548,344
G24003107032213,549,1070,311,266
G24003107033011,332,62,97,958
G24003107033012,395,79,105,296
G24003107033013,443,189,216,454
G24003107033014,358,112,386,368
G24003107033021,404,47,268,1298
G24003107033022,389,78,262,458
G24003107033023,290,82,39,964
G24003107034011,347,250,347,646
G24003107034012,185,33,315,1074
G24003107034013,342,33,199,485
G24003107034014,268,41,100,397
G24003107034021,171,146,174,648
G24003107034022,498,342,444,828
G24003107034031,271,49,160,897
G24003107034032,297,147,129,292
G24003107034033,268,330,51,481
G24003107034041,101,39,133,584
G24003107034042,220,382,208,1501
G24003107035011,159,1487,199,127
G24003107035012,342,205,331,1600
G24003107035013,363,141,149,227
G24003107035014,287,362,41,739
G24003107035021,922,160,298,194
G24003107035022,536,177,69,296
G24003107036011,1171,347,170,397
G24003107036012,662,73,283,611
G24003107036013,322,31,73,277
G24003107036021,882,105,151,217
G24003107036022,482,24,28,326
G24003107036023,647,41,28,112
G24003107037011,162,311,88,593
G24003107037012,388,224,46,1108
G24003107037013,213,169,128,787
G24003107037021,111,44,128,686
G24003107037022,348,247,133,346
G24003107037023,369,59,221,488
G24003107037024,436,75,222,382
G24003107038001,848,1011,466,902
G24003107039011,631,201,49,262
G24003107039012,661,127,25,89
G24003107039013,639,90,78,72
G24003107039021,691,310,20,191
G24003107039022,590,903,892,1833
G24003107039023,1065,148,121,467
G24003107040001,162,96,67,58
G24003107040002,826,140,514,395
G24003107040003,535,789,108,1158
G24003107040004,1269,362,78,198
G24003107041001,945,81,92,95
G24003107041002,922,116,21,51
G24003107041003,1110,0,9,185
G24003107041004,827,29,16,58
G24003107042001,534,43,119,123
G24003107042002,1087,49,58,61
G24003107043001,1003,28,72,75
G24003107043002,1138,9,56,98
G24003107043003,679,0,12,100
G24003107043004,576,0,22,47
G24003107044011,1174,131,149,205
G24003107044012,978,130,272,331
G24003107044031,1063,110,206,169
G24003107044041,1118,93,101,111
G24003107044042,968,0,182,20
G24003107044043,699,97,204,139
G24003107044044,901,175,201,118
G24003107045011,404,14,80,92
G24003107045012,786,134,46,162
G24003107045013,558,2,169,106
G24003107045014,677,0,115,91
G24003107045021,668,0,36,16
G24003107045022,1284,0,285,123
G24003107045031,1133,30,118,50
G24003107045032,2170,85,206,342
G24003107046001,687,0,36,40
G24003107046002,1668,19,27,91
G24003107046003,618,18,292,123
G24003107046004,725,0,151,0
G24003107047001,605,0,16,79
G24003107047002,756,21,41,28
G24003107047003,1140,0,96,92
G24003107047004,740,0,108,59
G24003107048031,585,0,75,109
G24003107048032,1328,69,198,282
G24003107048033,528,46,69,159
G24003107048041,1180,58,178,194
G24003107048051,820,67,220,153
G24003107048052,606,56,115,32
G24003107048061,1372,123,258,257
G24003107048062,895,95,102,86
G24003107050001,1308,20,52,89
G24003107050002,563,0,23,18
G24003107050003,660,54,64,90
G24003107050004,1035,78,81,195
G24003107051001,1165,195,53,105
G24003107051002,1510,186,202,183
G24003107051003,657,2,15,40
G24003107051004,737,15,17,25
G24003107052001,663,17,26,36
G24003107052002,854,23,41,49
G24003107052003,1257,39,19,99
G24003107053001,692,12,11,32
G24003107053002,1045,0,29,93
G24003107054001,1069,0,50,52
G24003107054002,1551,0,19,91
G24003107055011,824,21,24,89
G24003107055012,1187,0,162,118
G24003107055021,1575,14,73,147
G24003107055022,648,10,43,0
G24003107055023,1225,14,71,57
G24003107056011,832,17,114,82
G24003107056012,936,6,11,56
G24003107056013,593,0,63,62
G24003107056021,659,22,198,40
G24003107056022,2514,93,429,526
G24003107057011,740,0,20,0
G24003107057012,860,50,15,103
G24003107057013,1200,97,240,64
G24003107057014,841,53,10,19
G24003107057021,856,30,64,43
G24003107057022,1803,0,40,187
G24003107057023,1431,0,32,110
G24003107058001,2594,0,204,126
G24003107058002,1507,0,225,83
G24003107058003,955,31,52,32
G24003107059011,519,34,75,171
G24003107059012,1285,68,239,96
G24003107059013,1160,49,139,54
G24003107059021,1242,62,180,132
G24003107059022,767,0,111,30
G24003107059023,851,24,409,104
G24003107059031,1468,18,179,41
G24003107059032,1179,21,391,30
G24003107059033,591,0,163,140
G24003107060051,1080,0,360,71
G24003107060052,1059,3,33,176
G24003107060053,1092,39,482,124
G24003107060071,1068,22,563,212
G24003107060072,1641,113,632,158
G24003107060073,1930,424,652,76
G24003107060081,1382,2,386,12
G24003107060082,624,60,118,114
G24003107060083,1881,26,548,39
G24003107060091,1590,103,437,130
G24003107060092,1284,0,198,0
G24003107060093,1126,28,109,234
G24003107060101,922,494,426,43
G24003107060102,755,72,156,10
G24003107060111,1151,141,560,172
G24003107060112,730,76,252,161
G24003107060113,1405,10,332,61
G24003107060121,593,216,225,146
G24003107060122,507,212,182,185
G24003107060123,521,11,233,160
G24003107060131,1018,24,251,292
G24003107060132,1004,11,221,223
G24003308001021,613,181,0,95
G24003308001022,514,513,81,231
G24003308001023,195,263,11,122
G24003308001031,332,274,7,128
G24003308001032,379,446,140,227
G24003308001051,302,345,0,238
G24003308001052,280,832,66,61
G24003308001053,428,897,79,349
G24003308001061,327,585,13,44
G24003308001062,289,966,200,144
G24003308001081,414,1677,89,111
G24003308001082,111,292,99,355
G24003308001091,595,387,15,715
G24003308001092,138,640,48,73
G24003308001093,69,305,10,622
G24003308002031,1672,319,45,162
G24003308002032,1060,281,213,426
G24003308002061,531,514,132,166
G24003308002062,245,1987,63,151
G24003308002081,641,1737,44,228
G24003308002082,637,1600,393,250
G24003308002083,440,1461,161,418
G24003308002091,146,1578,191,846
G24003308002092,178,885,334,299
G24003308002101,143,375,32,166
G24003308002102,95,1532,169,42
G24003308002111,286,506,26,259
G24003308002112,179,1442,211,24
G24003308002121,570,1873,922,376
G24003308002122,229,566,57,20
G24003308002131,232,720,64,109
G24003308002132,272,204,329,718
G24003308002133,281,1175,118,156
G24003308002141,82,393,0,17
G24003308002142,294,1222,99,293
G24003308002151,117,692,181,102
G24003308002152,266,1018,19,129
G24003308004011,618,246,156,99
G24003308004012,776,326,21,43
G24003308004021,396,55,58,7
G24003308004022,1272,390,77,108
G24003308004023,628,278,87,204
G24003308004024,591,92,10,136
G24003308004031,1212,1257,139,179
G24003308004032,818,194,0,204
G24003308004081,181,1654,0,742
G24003308004082,192,1562,244,39
G24003308004083,337,1766,0,25
G24003308004091,564,1009,101,353
G24003308004092,370,664,181,19
G24003308004093,757,1173,38,26
G24003308004101,466,792,63,0
G24003308004102,853,1225,99,167
G24003308004103,531,1990,90,211
G24003308004111,445,1136,336,314
G24003308004112,435,793,153,22
G24003308004121,206,834,166,165
G24003308004122,179,1423,11,463
G24003308004131,0,2052,0,0
G24003308004132,147,1288,337,134
G24003308005041,1296,293,270,185
G24003308005042,809,526,85,47
G24003308005043,601,265,96,375
G24003308005051,662,185,14,161
G24003308005052,934,289,36,88
G24003308005071,291,1764,32,84
G24003308005072,289,456,0,66
G24003308005091,25,1432,92,62
G24003308005092,0,3271,7,94
G24003308005093,145,2928,0,7
G24003308005094,246,970,164,21
G24003308005111,519,980,100,57
G24003308005112,215,682,50,34
G24003308005113,149,846,56,83
G24003308005114,525,506,17,67
G24003308005131,580,285,0,364
G24003308005132,897,289,108,50
G24003308005133,541,1039,87,34
G24003308005134,315,544,70,0
G24003308005141,640,4283,624,72
G24003308005151,329,1227,58,216
G24003308005152,374,747,73,79
G24003308005153,531,336,68,31
G24003308005161,543,708,98,43
G24003308005162,533,1877,35,135
G24003308005171,179,2655,21,63
G24003308005172,416,2095,69,35
G24003308005181,162,972,0,32
G24003308005182,248,800,6,54
G24003308005183,75,882,0,84
G24003308005191,266,1167,192,63
G24003308005192,158,531,146,20
G24003308005193,411,614,0,253
G24003308005201,57,1693,71,68
G24003308006011,190,1593,0,138
G24003308006041,66,1669,3,48
G24003308006051,426,663,14,49
G24003308006052,139,3621,17,178
G24003308006061,36,1344,29,14
G24003308006062,182,2495,0,0
G24003308006063,19,973,0,20
G24003308006071,79,2323,43,349
G24003308006072,281,645,70,213
G24003308006073,72,1859,78,47
G24003308006081,46,2115,36,10
G24003308006082,156,2169,26,28
G24003308007011,484,3260,42,108
G24003308007012,92,1636,23,0
G24003308007041,253,1294,9,0
G24003308007042,128,1367,31,0
G24003308007043,47,1735,78,55
G24003308007051,265,1515,55,85
G24003308007052,226,1961,19,8
G24003308007061,433,3021,96,56
G24003308007071,247,2567,35,169
G24003308008001,832,507,20,267
G24003308008002,496,325,10,150
G24003308008003,303,269,18,64
G24003308009001,550,356,4,1
G24003308009002,192,347,0,0
G24003308010031,561,2368,58,654
G24003308010032,587,1117,6,0
G24003308010041,349,650,9,36
G24003308010042,630,2669,104,117
G24003308010051,180,1617,37,103
G24003308010052,424,1533,19,46
G24003308010061,216,1190,25,27
G24003308010062,138,2106,7,34
G24003308011041,0,0,0,0
G24003308011042,0,0,0,0
G24003308011043,1925,596,77,433
G24003308012071,236,1159,11,43
G24003308012072,189,2465,82,123
G24003308012081,90,1037,63,44
G24003308012082,73,2838,59,85
G24003308012091,139,2644,29,136
G24003308012092,155,1612,10,275
G24003308012101,114,1819,49,111
G24003308012102,48,2025,64,171
G24003308012111,198,1257,20,3
G24003308012112,259,1243,9,187
G24003308012121,137,1399,0,8
G24003308012122,282,1732,43,159
G24003308012131,18,1055,0,0
G24003308012132,103,1910,56,335
G24003308012141,492,594,6,177
G24003308012142,317,2291,0,190
G24003308012151,180,2239,62,292
G24003308012161,224,1395,19,9
G24003308012162,40,757,0,0
G24003308012163,77,1071,52,137
G24003308012171,175,899,54,17
G24003308012172,135,2081,202,185
G24003308013021,691,843,12,5
G24003308013022,432,290,79,63
G24003308013051,265,2512,146,312
G24003308013052,63,1577,24,761
G24003308013053,69,467,92,0
G24003308013071,467,1669,245,80
G24003308013072,37,1065,140,105
G24003308013081,50,1169,151,253
G24003308013082,119,1710,396,26
G24003308013091,315,1057,97,88
G24003308013092,306,1379,54,39
G24003308013101,777,3286,154,0
G24003308013102,173,1658,269,0
G24003308013111,219,1949,0,96
G24003308013112,49,1976,9,21
G24003308013113,397,1298,154,43
G24003308013121,171,648,30,504
G24003308013122,131,1798,189,37
G24003308013131,60,1302,45,13
G24003308013132,259,1062,62,391
G24003308014041,91,1046,92,41
G24003308014042,158,772,289,412
G24003308014043,513,1259,196,232
G24003308014051,156,1212,285,754
G24003308014052,237,1044,195,594
G24003308014061,35,434,0,0
G24003308014062,20,2028,45,183
G24003308014071,536,618,0,183
G24003308014072,12,1878,37,155
G24003308014073,32,1009,0,0
G24003308014074,70,1639,0,170
G24003308014081,34,1435,6,122
G24003308014082,63,1202,103,20
G24003308014091,67,1769,251,415
G24003308014092,94,365,0,341
G24003308014101,275,834,363,23
G24003308014102,76,1194,180,169
G24003308014111,81,710,118,362
G24003308014112,267,622,384,406
G24003308015001,38,1175,0,262
G24003308015002,56,875,60,160
G24003308016001,0,527,0,0
G24003308016002,0,791,0,200
G24003308016003,86,822,26,60
G24003308017011,161,2246,33,141
G24003308017012,63,1578,14,9
G24003308017021,64,645,0,88
G24003308017022,17,2905,21,211
G24003308017041,0,1265,0,43
G24003308017042,38,2364,31,220
G24003308017043,114,1353,0,16
G24003308017061,59,1290,55,77
G24003308017071,0,1409,0,789
G24003308017072,0,872,0,416
G24003308017073,64,2456,135,606
G24003308017081,51,1260,32,140
G24003308017082,24,1644,0,76
G24003308018011,61,1691,0,188
G24003308018021,0,468,0,0
G24003308018022,0,1667,0,30
G24003308018023,7,1316,30,0
G24003308018041,4,677,0,0
G24003308018042,69,1246,0,101
G24003308018051,132,2123,28,40
G24003308018071,3,913,0,22
G24003308018072,13,2292,0,52
G24003308018073,21,1213,7,55
G24003308018081,40,770,0,127
G24003308018082,0,798,0,20
G24003308018083,30,1937,0,205
G24003308019011,56,681,8,214
G24003308019012,149,1286,0,168
G24003308019013,26,442,10,129
G24003308019014,40,1206,10,215
G24003308019041,94,1374,0,248
G24003308019042,225,987,11,51
G24003308019051,32,1610,130,16
G24003308019052,530,2611,184,19
G24003308019061,36,486,7,36
G24003308019062,294,567,3,244
G24003308019071,72,1807,91,43
G24003308019072,41,466,0,44
G24003308019081,48,1588,0,0
G24003308019082,0,1294,48,0
G24003308020011,0,1561,0,0
G24003308020012,199,1870,81,671
G24003308020013,82,1367,0,139
G24003308020021,18,332,0,241
G24003308020022,4,1809,19,40
G24003308020023,17,1407,0,15
G24003308021031,115,1090,32,142
G24003308021032,69,1600,51,20
G24003308021041,20,727,0,79
G24003308021042,38,835,5,62
G24003308021061,10,1718,0,268
G24003308021062,10,681,18,25
G24003308021063,0,898,0,0
G24003308021071,16,962,0,0
G24003308021072,7,537,0,21
G24003308021073,7,1654,49,0
G24003308022011,170,472,13,35
G24003308022012,15,1042,25,0
G24003308022031,36,1758,0,31
G24003308022032,38,895,29,495
G24003308022033,71,1058,4,177
G24003308022041,43,1972,71,0
G24003308022042,0,1419,0,0
G24003308022043,107,1002,0,0
G24003308022044,45,1419,0,0
G24003308023011,51,1119,15,175
G24003308023012,29,1257,0,71
G24003308023013,15,942,6,65
G24003308024041,0,1241,0,0
G24003308024042,28,388,0,33
G24003308024043,55,1696,0,243
G24003308024051,7,2022,0,100
G24003308024052,39,1628,0,67
G24003308024061,64,948,14,120
G24003308024062,42,1050,0,0
G24003308024071,44,1543,12,59
G24003308024072,39,1591,19,81
G24003308024081,63,1279,41,24
G24003308024082,4,64,0,0
G24003308025011,45,1534,0,17
G24003308025012,8,1023,0,0
G24003308025021,58,1018,0,119
G24003308025022,32,1238,0,137
G24003308026001,47,1563,8,52
G24003308026002,15,1359,0,100
G24003308027001,49,663,0,163
G24003308027002,25,967,0,34
G24003308027003,0,708,0,303
G24003308028031,98,3067,12,76
G24003308028032,19,2128,0,6
G24003308028041,49,424,1,0
G24003308028042,12,1789,0,18
