gisjoin,white,black,AAPI,Hisp,id
G24003308014081,34,1435,6,122,24003308014081
G24003308014082,63,1202,103,20,24003308014082
G24003308014091,67,1769,251,415,24003308014091
G24003308014092,94,365,0,341,24003308014092
G24003308014101,275,834,363,23,24003308014101
G24003308014102,76,1194,180,169,24003308014102
G24003308014111,81,710,118,362,24003308014111
G24003308014112,267,622,384,406,24003308014112
G24003308015001,38,1175,0,262,24003308015001
G24003308015002,56,875,60,160,24003308015002
G24003308016001,0,527,0,0,24003308016001
G24003308016002,0,791,0,200,24003308016002
G24003308016003,86,822,26,60,24003308016003
G24003308017011,161,2246,33,141,24003308017011
G24003308017012,63,1578,14,9,24003308017012
G24003308017021,64,645,0,88,24003308017021
G24003308017022,17,2905,21,211,24003308017022
G24003308017041,0,1265,0,43,24003308017041
G24003308017042,38,2364,31,220,24003308017042
G24003308017043,114,1353,0,16,24003308017043
G24003308017061,59,1290,55,77,24003308017061
G24003308017071,0,1409,0,789,24003308017071
G24003308017072,0,872,0,416,24003308017072
G24003308017073,64,2456,135,606,24003308017073
G24003308017081,51,1260,32,140,24003308017081
G24003308017082,24,1644,0,76,24003308017082
G24003308018011,61,1691,0,188,24003308018011
G24003308018021,0,468,0,0,24003308018021
G24003308018022,0,1667,0,30,24003308018022
G24003308018023,7,1316,30,0,24003308018023
G24003308018041,4,677,0,0,24003308018041
G24003308018042,69,1246,0,101,24003308018042
G24003308018051,132,2123,28,40,24003308018051
G24003308018071,3,913,0,22,24003308018071
G24003308018072,13,2292,0,52,24003308018072
G24003308018073,21,1213,7,55,24003308018073
G24003308018081,40,770,0,127,24003308018081
G24003308018082,0,798,0,20,24003308018082
G24003308018083,30,1937,0,205,24003308018083
G24003308019011,56,681,8,214,24003308019011
G24003308019012,149,1286,0,168,24003308019012
G24003308019013,26,442,10,129,24003308019013
G24003308019014,40,1206,10,215,24003308019014
G24003308019041,94,1374,0,248,24003308019041
G24003308019042,225,987,11,51,24003308019042
G24003308019051,32,1610,130,16,24003308019051
G24003308019052,530,2611,184,19,24003308019052
G24003308019061,36,486,7,36,24003308019061
G24003308019062,294,567,3,244,24003308019062
G24003308019071,72,1807,91,43,24003308019071
G24003308019072,41,466,0,44,24003308019072
G24003308019081,48,1588,0,0,24003308019081
G24003308019082,0,1294,48,0,24003308019082
G24003308020011,0,1561,0,0,24003308020011
G24003308020012,199,1870,81,671,24003308020012
G24003308020013,82,1367,0,139,24003308020013
G24003308020021,18,332,0,241,24003308020021
G24003308020022,4,1809,19,40,24003308020022
G24003308020023,17,1407,0,15,24003308020023
G24003308021031,115,1090,32,142,24003308021031
G24003308021032,69,1600,51,20,24003308021032
G24003308021041,20,727,0,79,24003308021041
G24003308021042,38,835,5,62,24003308021042
G24003308021061,10,1718,0,268,24003308021061
G24003308021062,10,681,18,25,24003308021062
G24003308021063,0,898,0,0,24003308021063
G24003308021071,16,962,0,0,24003308021071
G24003308021072,7,537,0,21,24003308021072
G24003308021073,7,1654,49,0,24003308021073
G24003308022011,170,472,13,35,24003308022011
G24003308022012,15,1042,25,0,24003308022012
G24003308022031,36,1758,0,31,24003308022031
G24003308022032,38,895,29,495,24003308022032
G24003308022033,71,1058,4,177,24003308022033
G24003308022041,43,1972,71,0,24003308022041
G24003308022042,0,1419,0,0,24003308022042
G24003308022043,107,1002,0,0,24003308022043
G24003308022044,45,1419,0,0,24003308022044
G24003308023011,51,1119,15,175,24003308023011
G24003308023012,29,1257,0,71,24003308023012
G24003308023013,15,942,6,65,24003308023013
G24003308024041,0,1241,0,0,24003308024041
G24003308024042,28,388,0,33,24003308024042
G24003308024043,55,1696,0,243,24003308024043
G24003308024051,7,2022,0,100,24003308024051
G24003308024052,39,1628,0,67,24003308024052
G24003308024061,64,948,14,120,24003308024061
G24003308024062,42,1050,0,0,24003308024062
G24003308024071,44,1543,12,59,24003308024071
G24003308024072,39,1591,19,81,24003308024072
G24003308024081,63,1279,41,24,24003308024081
G24003308024082,4,64,0,0,24003308024082
G24003308025011,45,1534,0,17,24003308025011
G24003308025012,8,1023,0,0,24003308025012
G24003308025021,58,1018,0,119,24003308025021
G24003308025022,32,1238,0,137,24003308025022
G24003308026001,47,1563,8,52,24003308026001
G24003308026002,15,1359,0,100,24003308026002
G24003308027001,49,663,0,163,24003308027001
G24003308027002,25,967,0,34,24003308027002
G24003308027003,0,708,0,303,24003308027003
G24003308028031,98,3067,12,76,24003308028031
G24003308028032,19,2128,0,6,24003308028032
G24003308028041,49,424,1,0,24003308028041
G24003308028042,12,1789,0,18,24003308028042
G24003308028043,0,1001,18,70,24003308028043
G24003308028044,17,1495,23,44,24003308028044
G24003308028051,25,926,0,7,24003308028051
G24003308028052,15,1145,0,94,24003308028052
G24003308028053,26,2108,0,231,24003308028053
G24003308029011,46,1731,0,127,24003308029011
G24003308029012,0,637,0,63,24003308029012
G24003308029013,82,1167,0,333,24003308029013
G24003308030011,9,815,24,361,24003308030011
G24003308030012,21,1292,40,162,24003308030012
G24003308030021,31,1346,0,0,24003308030021
G24003308030022,0,1210,16,23,24003308030022
G24003308031001,11,1075,0,90,24003308031001
G24003308031002,9,1568,9,45,24003308031002
G24003308032001,0,1247,28,417,24003308032001
G24003308032002,0,1191,0,16,24003308032002
G24003308033001,34,854,74,669,24003308033001
G24003308033002,0,1012,0,36,24003308033002
G24003308033003,0,650,0,44,24003308033003
G24003308033004,7,897,27,64,24003308033004
G24003308034011,0,521,7,329,24003308034011
G24003308034012,0,453,3,0,24003308034012
G24003308034021,9,2365,0,107,24003308034021
G24003308034022,62,946,8,10,24003308034022
G24003308034023,0,788,0,167,24003308034023
G24003308035081,0,1196,0,34,24003308035081
G24003308035082,0,1558,0,53,24003308035082
G24003308035083,21,910,13,279,24003308035083
G24003308035091,24,1413,24,593,24003308035091
G24003308035092,0,855,65,97,24003308035092
G24003308035121,40,2069,135,92,24003308035121
G24003308035122,156,1908,75,0,24003308035122
G24003308035123,47,1615,45,225,24003308035123
G24003308035131,19,845,9,0,24003308035131
G24003308035132,18,1027,45,0,24003308035132
G24003308035133,27,2110,0,20,24003308035133
G24003308035141,31,2008,0,0,24003308035141
G24003308035142,58,2073,0,0,24003308035142
G24003308035161,273,3487,207,110,24003308035161
G24003308035162,26,479,0,39,24003308035162
G24003308035191,58,2107,0,208,24003308035191
G24003308035192,0,713,0,52,24003308035192
G24003308035193,14,1947,0,42,24003308035193
G24003308035201,69,841,7,0,24003308035201
G24003308035202,31,1235,16,28,24003308035202
G24003308035203,148,1527,21,185,24003308035203
G24003308035211,389,4951,220,155,24003308035211
G24003308035221,31,487,0,0,24003308035221
G24003308035222,116,1775,0,133,24003308035222
G24003308035223,45,932,0,0,24003308035223
G24003308035231,34,1316,0,84,24003308035231
G24003308035232,38,2408,55,42,24003308035232
G24003308035241,61,1990,0,131,24003308035241
G24003308035242,16,1918,0,21,24003308035242
G24003308035251,0,736,0,0,24003308035251
G24003308035252,19,1114,16,83,24003308035252
G24003308035261,34,1416,4,0,24003308035261
G24003308035262,50,1617,0,0,24003308035262
G24003308035271,49,1614,54,33,24003308035271
G24003308035272,72,1333,0,49,24003308035272
G24003308036011,3,2215,36,0,24003308036011
G24003308036012,47,1019,249,0,24003308036012
G24003308036021,6,957,19,260,24003308036021
G24003308036022,24,954,1,62,24003308036022
G24003308036051,126,773,40,520,24003308036051
G24003308036052,255,863,190,498,24003308036052
G24003308036053,173,203,0,496,24003308036053
G24003308036054,353,1338,58,657,24003308036054
G24003308036061,159,622,39,488,24003308036061
G24003308036062,263,972,37,100,24003308036062
G24003308036063,140,712,81,402,24003308036063
G24003308036064,164,530,188,305,24003308036064
G24003308036071,253,262,27,288,24003308036071
G24003308036072,83,656,19,251,24003308036072
G24003308036073,42,1361,9,89,24003308036073
G24003308036081,136,560,0,198,24003308036081
G24003308036082,115,928,46,357,24003308036082
G24003308036083,100,554,80,932,24003308036083
G24003308036084,65,1387,78,285,24003308036084
G24003308036101,141,1092,94,258,24003308036101
G24003308036102,91,996,13,739,24003308036102
G24003308036121,174,536,12,798,24003308036121
G24003308036122,33,1525,25,178,24003308036122
G24003308036131,100,674,15,954,24003308036131
G24003308036132,119,1117,63,107,24003308036132
G24003308036133,34,1783,30,236,24003308036133
G24003308037001,119,571,0,515,24003308037001
G24003308037002,225,439,0,651,24003308037002
G24003308038011,110,1102,40,1203,24003308038011
G24003308038031,78,1213,31,459,24003308038031
G24003308038032,62,1012,38,274,24003308038032
G24003308038033,74,1106,149,1487,24003308038033
G24003308039001,77,130,6,1146,24003308039001
G24003308039002,25,174,4,794,24003308039002
G24003308039003,117,637,36,789,24003308039003
G24003308040011,10,1716,49,271,24003308040011
G24003308040012,10,714,0,4,24003308040012
G24003308040013,88,1328,41,609,24003308040013
G24003308040021,126,395,0,1313,24003308040021
G24003308040022,76,942,42,1372,24003308040022
G24003308041011,288,1134,22,42,24003308041011
G24003308041012,267,1185,20,299,24003308041012
G24003308041021,38,712,70,560,24003308041021
G24003308041022,78,1919,16,348,24003308041022
G24003308041023,188,1547,0,334,24003308041023
G24003308042001,247,219,9,162,24003308042001
G24003308042002,491,680,13,104,24003308042002
G24003308042003,605,338,0,111,24003308042003
G24003308043001,27,806,14,303,24003308043001
G24003308043002,83,1569,249,280,24003308043002
G24003308044001,166,443,112,898,24003308044001
G24003308044002,166,507,48,427,24003308044002
G24003308046001,317,752,77,952,24003308046001
G24003308046002,90,333,41,506,24003308046002
G24003308047001,609,399,77,341,24003308047001
G24003308047002,458,213,3,406,24003308047002
G24003308047003,68,404,12,217,24003308047003
G24003308048011,86,1319,0,229,24003308048011
G24003308048012,18,254,180,298,24003308048012
G24003308048021,9,469,0,1510,24003308048021
G24003308048022,9,769,44,314,24003308048022
G24003308049001,185,1111,14,463,24003308049001
G24003308049002,24,1287,45,118,24003308049002
G24003308049003,83,415,30,199,24003308049003
G24003308050001,4,500,0,571,24003308050001
G24003308050002,292,1031,1,853,24003308050002
G24003308050003,86,1712,0,1664,24003308050003
G24003308051011,135,426,39,1498,24003308051011
G24003308051012,104,547,63,1230,24003308051012
G24003308052011,21,842,18,723,24003308052011
G24003308052012,0,1243,6,1818,24003308052012
G24003308052021,40,590,0,339,24003308052021
G24003308052022,74,2454,0,218,24003308052022
G24003308055001,143,825,24,1448,24003308055001
G24003308055002,27,129,55,1585,24003308055002
G24003308056011,0,0,0,1874,24003308056011
G24003308056012,0,230,0,1373,24003308056012
G24003308056013,33,313,53,2486,24003308056013
G24003308056021,10,9,0,3918,24003308056021
G24003308056022,90,410,0,1002,24003308056022
G24003308057001,70,526,136,928,24003308057001
G24003308057002,64,148,56,1262,24003308057002
G24003308057003,161,261,97,2397,24003308057003
G24003308058011,197,565,132,1629,24003308058011
G24003308058012,58,893,56,1194,24003308058012
G24003308058021,74,833,193,1591,24003308058021
G24003308058022,63,479,22,999,24003308058022
G24003308059041,474,370,214,996,24003308059041
G24003308059042,166,484,30,559,24003308059042
G24003308059061,150,591,184,631,24003308059061
G24003308059062,46,647,31,928,24003308059062
G24003308059071,0,275,72,394,24003308059071
G24003308059072,118,1563,84,838,24003308059072
G24003308059073,57,316,0,88,24003308059073
G24003308059081,72,967,65,492,24003308059081
G24003308059082,104,353,19,149,24003308059082
G24003308059091,412,314,372,170,24003308059091
G24003308059092,219,2023,98,1191,24003308059092
G24003308060001,411,961,198,685,24003308060001
G24003308060002,279,603,72,1992,24003308060002
G24003308061001,593,330,51,741,24003308061001
G24003308061002,541,461,60,295,24003308061002
G24003308061003,72,499,29,491,24003308061003
G24003308062001,922,929,69,374,24003308062001
G24003308062002,685,506,20,297,24003308062002
G24003308063001,407,253,40,570,24003308063001
G24003308063002,88,311,5,482,24003308063002
G24003308064001,810,145,446,49,24003308064001
G24003308064002,997,47,53,284,24003308064002
G24003308064003,520,103,38,66,24003308064003
G24003308065011,377,236,0,459,24003308065011
G24003308065012,197,288,29,449,24003308065012
G24003308065013,146,567,119,2755,24003308065013
G24003308066011,250,366,0,482,24003308066011
G24003308066012,79,420,0,733,24003308066012
G24003308066013,32,179,0,2039,24003308066013
G24003308066021,345,1422,241,791,24003308066021
G24003308066022,116,217,0,581,24003308066022
G24003308066023,172,337,139,891,24003308066023
G24003308067061,598,183,295,43,24003308067061
G24003308067062,52,469,34,0,24003308067062
G24003308067063,95,866,21,595,24003308067063
G24003308067081,461,179,41,9,24003308067081
G24003308067082,738,634,326,41,24003308067082
G24003308067083,738,362,296,99,24003308067083
G24003308067101,126,570,13,264,24003308067101
G24003308067102,281,1488,290,219,24003308067102
G24003308067103,483,1541,320,0,24003308067103
G24003308067111,135,663,0,73,24003308067111
G24003308067112,196,296,7,148,24003308067112
G24003308067113,163,2859,216,226,24003308067113
G24003308067121,81,1622,98,131,24003308067121
G24003308067122,125,1201,61,64,24003308067122
G24003308067131,29,1720,173,772,24003308067131
G24003308067132,71,575,66,250,24003308067132
G24003308067141,215,1127,16,876,24003308067141
G24003308067142,124,532,90,776,24003308067142
G24003308068001,711,134,202,742,24003308068001
G24003308068002,707,235,81,310,24003308068002
G24003308068003,534,309,71,130,24003308068003
G24003308069001,505,218,48,1030,24003308069001
G24003308069002,469,287,147,593,24003308069002
G24003308069003,954,193,298,6,24003308069003
G24003308070001,464,201,0,201,24003308070001
G24003308070002,900,497,334,96,24003308070002
G24003308070003,528,151,39,0,24003308070003
G24003308070004,1307,657,745,516,24003308070004
G24003308071021,1167,89,35,26,24003308071021
G24003308071022,489,200,19,378,24003308071022
G24003308072001,2293,414,381,198,24003308072001
G24003308072002,2668,645,847,206,24003308072002
G24003308072003,3226,873,766,218,24003308072003
G24003308072004,262,102,248,61,24003308072004
G24003308073011,381,339,669,331,24003308073011
G24003308073012,790,635,236,233,24003308073012
G24003308073041,419,542,149,835,24003308073041
G24003308073051,217,626,190,733,24003308073051
G24003308073052,158,743,125,617,24003308073052
G24003308074041,487,398,96,760,24003308074041
G24003308074042,568,598,225,838,24003308074042
G24003308074043,546,323,351,454,24003308074043
G24003308074051,572,387,233,561,24003308074051
G24003308074052,1408,73,211,81,24003308074052
G24003308074053,602,917,360,354,24003308074053
G24003308074071,224,1091,866,431,24003308074071
G24003308074072,649,590,73,1168,24003308074072
G24003308074073,122,919,101,306,24003308074073
G24003308074081,673,371,290,0,24003308074081
G24003308074082,1406,165,60,174,24003308074082
G24003308074083,350,1220,444,285,24003308074083
G24003308074091,179,1368,277,1275,24003308074091
G24003308074092,219,315,81,191,24003308074092
G24003308074101,285,1262,82,599,24003308074101
G24003308074102,91,1061,149,563,24003308074102
G24003508101001,896,273,0,17,24003508101001
G24003508101002,1781,308,0,15,24003508101002
G24003508102001,1115,96,0,76,24003508102001
G24003508102002,996,209,0,121,24003508102002
G24003508103001,1844,233,0,12,24003508103001
G24003508103002,2158,214,1,110,24003508103002
G24003508104001,1630,66,0,0,24003508104001
G24003508104002,3640,174,0,90,24003508104002
G24003508104003,601,170,0,0,24003508104003
G24003508105001,2173,0,0,8,24003508105001
G24003508105002,2305,360,24,112,24003508105002
G24003508106001,976,69,31,401,24003508106001
G24003508106002,869,34,0,0,24003508106002
G24003508106003,2371,47,123,141,24003508106003
G24003508107001,1668,512,8,169,24003508107001
G24003508107002,1405,41,24,0,24003508107002
G24003508108001,2275,0,0,0,24003508108001
G24003508108002,953,259,0,0,24003508108002
G24003508108003,1817,72,0,82,24003508108003
G24003508109011,1702,93,47,30,24003508109011
G24003508109012,2919,16,11,27,24003508109012
G24003508109021,1407,45,0,34,24003508109021
G24003508109022,1278,11,79,31,24003508109022
G24003508110001,1044,64,0,5,24003508110001
G24003508110002,2506,144,8,187,24003508110002
G24003509900000,0,0,0,0,24003509900000
G24003509901000,0,0,0,0,24003509901000
G24003509902000,0,0,0,0,24003509902000
G24003708750001,1033,145,0,0,24003708750001
G24003708750002,1012,0,32,0,24003708750002
G24003708750003,3606,490,126,158,24003708750003
G24003708751001,810,27,0,13,24003708751001
G24003708751002,1425,352,0,0,24003708751002
G24003708751003,2851,90,6,56,24003708751003
G24003708752011,3499,72,6,82,24003708752011
G24003708752012,1164,118,0,0,24003708752012
G24003708752021,2037,281,14,145,24003708752021
G24003708752022,1858,117,4,0,24003708752022
G24003708752023,1441,102,23,75,24003708752023
G24003708753001,743,247,0,1,24003708753001
G24003708753002,1045,110,0,20,24003708753002
G24003708753003,648,0,0,14,24003708753003
G24003708754001,2143,190,61,0,24003708754001
G24003708754002,1991,110,85,0,24003708754002
G24003708754003,1137,35,0,0,24003708754003
G24003708754004,545,168,54,0,24003708754004
G24003708755001,871,151,29,15,24003708755001
G24003708755002,2244,539,56,42,24003708755002
G24003708755003,5367,336,160,353,24003708755003
G24003708756001,1879,257,38,28,24003708756001
G24003708756002,1589,36,209,148,24003708756002
G24003708756003,646,765,0,0,24003708756003
G24003708756004,1665,130,0,40,24003708756004
G24003708756005,1069,0,0,0,24003708756005
G24003708757001,1575,104,26,40,24003708757001
G24003708757002,2364,50,85,80,24003708757002
G24003708757003,2643,0,0,98,24003708757003
G24003708758011,816,219,74,134,24003708758011
G24003708758012,183,0,0,44,24003708758012
G24003708758021,954,10,7,25,24003708758021
G24003708758022,1482,168,62,46,24003708758022
G24003708758023,1219,0,14,38,24003708758023
G24003708759011,1537,180,58,19,24003708759011
G24003708759012,465,227,61,126,24003708759012
G24003708759013,1927,969,541,324,24003708759013
G24003708759021,1553,1056,306,519,24003708759021
G24003708759022,952,1336,53,363,24003708759022
G24003708759023,1282,1024,148,153,24003708759023
G24003708760011,1030,1262,108,156,24003708760011
G24003708760012,706,510,25,174,24003708760012
G24003708760013,819,255,32,115,24003708760013
G24003708760021,704,11,47,75,24003708760021
G24003708760022,784,473,85,22,24003708760022
G24003708760023,3205,680,113,520,24003708760023
G24003708760024,1080,683,48,127,24003708760024
G24003708761001,2708,243,18,177,24003708761001
G24003708761002,1928,217,25,282,24003708761002
G24003708761003,1006,55,55,0,24003708761003
G24003708761004,887,97,0,24,24003708761004
G24003708762001,919,55,0,16,24003708762001
G24003708762002,1609,203,0,103,24003708762002
G24003708762003,1875,185,100,78,24003708762003
G24003708762004,1025,243,1,68,24003708762004
G24003709900000,0,0,0,0,24003709900000
G24003909301011,703,2239,93,36,24003909301011
G24003909301012,257,2044,0,0,24003909301012
G24003909301013,705,538,66,0,24003909301013
G24003909301021,1763,1025,0,232,24003909301021
G24003909301022,677,248,28,0,24003909301022
G24003909302001,589,5,4,0,24003909302001
G24003909302002,659,195,0,24,24003909302002
G24003909303001,484,54,0,54,24003909303001
G24003909303002,386,136,0,0,24003909303002
G24003909303003,762,98,18,36,24003909303003
G24003909305001,474,31,0,0,24003909305001
G24003909305002,619,110,0,0,24003909305002
G24003909305003,766,214,0,0,24003909305003
G24003909305004,893,177,10,112,24003909305004
G24003909305005,572,39,0,0,24003909305005
G24003909306001,284,122,11,186,24003909306001
G24003909306002,785,69,0,36,24003909306002
G24003909306003,796,633,9,37,24003909306003
G24003909804001,1184,2772,34,184,24003909804001
G24003909901000,0,0,0,0,24003909901000
G24004109601001,1608,256,16,0,24004109601001
G24004109601002,2168,92,0,0,24004109601002
G24004109602011,438,0,33,15,24004109602011
G24004109602012,556,227,0,0,24004109602012
G24004109602013,1653,21,55,15,24004109602013
G24004109602014,736,35,0,0,24004109602014
G24004109603001,1129,870,44,302,24004109603001
G24004109603002,887,202,38,36,24004109603002
G24004109604001,771,255,0,0,24004109604001
G24004109604002,696,62,41,678,24004109604002
G24004109604003,669,190,0,0,24004109604003
G24004109604004,1480,92,3,143,24004109604004
G24004109605011,2376,89,145,344,24004109605011
G24004109605012,1706,27,9,37,24004109605012
G24004109605021,373,320,52,13,24004109605021
G24004109605022,2646,236,22,340,24004109605022
G24004109606001,1494,126,0,21,24004109606001
G24004109607001,702,0,0,23,24004109607001
G24004109607002,973,59,11,23,24004109607002
G24004109607003,980,0,0,0,24004109607003
G24004109607004,296,256,15,47,24004109607004
G24004109608001,928,85,12,100,24004109608001
G24004109608002,867,0,0,0,24004109608002
G24004109609001,1023,83,0,0,24004109609001
G24004109609002,607,19,0,8,24004109609002
G24004109609003,698,331,61,129,24004109609003
G24004109609004,909,171,6,24,24004109609004
G24004109900000,0,0,0,0,24004109900000
G24004300001001,1925,35,246,65,24004300001001
G24004300001002,1058,108,12,12,24004300001002
G24004300002001,941,74,0,21,24004300002001
G24004300002002,1031,200,0,3,24004300002002
G24004300002003,794,129,0,39,24004300002003
G24004300003011,953,20,16,43,24004300003011
G24004300003012,1904,98,0,86,24004300003012
G24004300003021,418,134,0,97,24004300003021
G24004300003022,1519,444,0,64,24004300003022
G24004300004001,186,288,0,19,24004300004001
G24004300004002,128,399,12,35,24004300004002
G24004300004003,477,142,6,10,24004300004003
G24004300005001,706,164,0,132,24004300005001
G24004300005002,667,127,24,231,24004300005002
G24004300005003,2108,415,0,299,24004300005003
G24004300006011,1064,325,109,234,24004300006011
G24004300006012,642,113,42,34,24004300006012
G24004300006021,1923,79,22,6,24004300006021
G24004300006022,1023,66,0,17,24004300006022
G24004300007001,744,145,0,0,24004300007001
G24004300007002,866,236,6,12,24004300007002
G24004300007003,686,36,0,51,24004300007003
G24004300008001,712,277,6,119,24004300008001
G24004300008002,1019,81,36,16,24004300008002
G24004300008003,933,170,0,46,24004300008003
G24004300009001,835,261,42,101,24004300009001
G24004300009002,750,522,43,119,24004300009002
G24004300009003,518,79,0,0,24004300009003
G24004300010011,518,65,7,0,24004300010011
G24004300010012,475,0,44,0,24004300010012
G24004300010013,1539,205,80,178,24004300010013
G24004300010014,1055,288,0,176,24004300010014
G24004300010021,831,28,0,0,24004300010021
G24004300010022,1615,69,0,46,24004300010022
G24004300010023,1140,17,16,19,24004300010023
G24004300101001,1065,0,8,26,24004300101001
G24004300102001,1174,19,5,0,24004300102001
G24004300102002,942,15,0,0,24004300102002
G24004300102003,920,8,0,0,24004300102003
G24004300102004,1400,20,4,0,24004300102004
G24004300103001,1148,13,14,71,24004300103001
G24004300103002,2611,430,125,158,24004300103002
G24004300103003,2659,21,87,145,24004300103003
G24004300104001,1352,44,0,0,24004300104001
G24004300104002,1422,254,9,397,24004300104002
G24004300104003,2072,233,70,15,24004300104003
G24004300104004,1355,573,267,89,24004300104004
G24004300105001,1666,2,0,0,24004300105001
G24004300105002,1001,59,14,30,24004300105002
G24004300105003,1722,26,0,9,24004300105003
G24004300105004,1556,0,0,11,24004300105004
G24004300106001,2637,4,25,44,24004300106001
G24004300106002,899,0,6,17,24004300106002
G24004300106003,914,0,0,0,24004300106003
G24004300106004,715,0,4,0,24004300106004
G24004300107001,580,0,0,0,24004300107001
G24004300107002,2080,2,0,19,24004300107002
G24004300107003,633,0,0,0,24004300107003
G24004300108011,1464,54,0,0,24004300108011
G24004300108012,2702,19,102,63,24004300108012
G24004300108021,1570,14,0,12,24004300108021
G24004300108022,829,33,41,0,24004300108022
G24004300109001,2554,431,168,414,24004300109001
G24004300109002,1473,0,0,0,24004300109002
G24004300109003,1510,17,0,26,24004300109003
G24004300109004,1697,0,0,18,24004300109004
G24004300110001,726,1699,16,136,24004300110001
G24004300110002,0,0,0,0,24004300110002
G24004300110003,991,2223,41,377,24004300110003
G24004300111001,913,118,17,0,24004300111001
G24004300111002,1634,222,162,321,24004300111002
G24004300111003,1061,33,3,68,24004300111003
G24004300111004,1256,177,0,18,24004300111004
G24004300112011,2220,435,103,31,24004300112011
G24004300112012,734,330,0,13,24004300112012
G24004300112013,1179,71,115,80,24004300112013
G24004300112014,2432,504,21,577,24004300112014
G24004300112021,1661,457,38,319,24004300112021
G24004300112022,793,4,7,0,24004300112022
G24004300112023,967,0,5,35,24004300112023
G24004300113011,846,11,26,55,24004300113011
G24004300113012,592,6,22,14,24004300113012
G24004300113013,3026,56,16,87,24004300113013
G24004300113021,1463,42,0,46,24004300113021
G24004300113022,912,13,0,0,24004300113022
G24004300113023,1205,12,0,24,24004300113023
G24004300114001,2500,24,0,3,24004300114001
G24004300114002,1735,0,76,0,24004300114002
G24004300114003,1531,8,0,9,24004300114003
G24004300115001,2673,35,5,45,24004300115001
G24004300115002,3132,28,16,33,24004300115002
G24004300115003,1691,0,0,0,24004300115003
G24004300115004,609,16,0,0,24004300115004
G24004300116001,1999,0,10,81,24004300116001
G24004300116002,691,36,0,17,24004300116002
G24004500001001,312,445,0,0,24004500001001
G24004500001002,400,1749,0,605,24004500001002
G24004500001003,637,153,66,110,24004500001003
G24004500001004,291,137,0,0,24004500001004
G24004500001005,275,688,0,288,24004500001005
G24004500002001,601,374,0,110,24004500002001
G24004500002002,402,299,0,0,24004500002002
G24004500003001,18,623,14,22,24004500003001
G24004500003002,56,736,0,92,24004500003002
G24004500004001,350,640,21,268,24004500004001
G24004500004002,454,0,0,121,24004500004002
G24004500004003,1168,348,9,9,24004500004003
G24004500004004,352,206,54,53,24004500004004
G24004500005001,195,836,0,0,24004500005001
G24004500005002,531,585,0,14,24004500005002
G24004500005003,493,228,0,106,24004500005003
G24004500101011,653,313,0,30,24004500101011
G24004500101012,773,355,225,0,24004500101012
G24004500101013,1438,436,29,14,24004500101013
G24004500101014,735,133,0,0,24004500101014
G24004500101015,639,264,14,153,24004500101015
G24004500101021,1879,544,24,87,24004500101021
G24004500101022,697,332,9,0,24004500101022
G24004500102001,365,926,199,13,24004500102001
G24004500102002,107,813,0,0,24004500102002
G24004500102003,0,869,0,150,24004500102003
G24004500102004,33,393,0,11,24004500102004
G24004500102005,183,685,0,35,24004500102005
G24004500103001,2118,975,253,49,24004500103001
G24004500103002,154,123,0,36,24004500103002
G24004500103003,1294,77,418,188,24004500103003
G24004500103004,1532,531,118,87,24004500103004
G24004500104001,1253,173,0,79,24004500104001
G24004500104002,2405,257,65,118,24004500104002
G24004500104003,1441,321,0,10,24004500104003
G24004500104004,400,110,0,0,24004500104004
G24004500105011,1894,525,502,157,24004500105011
G24004500105012,856,99,100,27,24004500105012
G24004500105013,127,361,0,4,24004500105013
G24004500105021,1511,2,168,60,24004500105021
G24004500105022,3288,1236,267,46,24004500105022
G24004500105023,829,388,146,12,24004500105023
G24004500105024,628,581,0,55,24004500105024
G24004500106031,1301,763,26,136,24004500106031
G24004500106032,903,282,119,95,24004500106032
G24004500106033,2091,32,20,22,24004500106033
G24004500106034,1168,41,9,26,24004500106034
G24004500106041,775,42,0,11,24004500106041
G24004500106042,1037,71,0,56,24004500106042
G24004500106043,1739,83,35,33,24004500106043
G24004500106044,954,76,0,0,24004500106044
G24004500106051,747,91,0,0,24004500106051
G24004500106052,808,64,12,42,24004500106052
G24004500106053,1987,57,146,29,24004500106053
G24004500106061,1396,136,0,18,24004500106061
G24004500106062,930,80,0,7,24004500106062
G24004500106063,883,7,0,4,24004500106063
G24004500106064,807,0,0,0,24004500106064
G24004500107011,915,0,40,14,24004500107011
G24004500107012,1269,361,2,32,24004500107012
G24004500107013,1198,288,0,106,24004500107013
G24004500107021,1212,180,0,15,24004500107021
G24004500107022,1071,173,47,17,24004500107022
G24004500107023,907,350,27,301,24004500107023
G24004500107024,594,158,76,71,24004500107024
G24004500107025,355,495,0,151,24004500107025
G24004500107026,1045,259,28,525,24004500107026
G24004500108001,1997,69,0,0,24004500108001
G24004500108002,1868,98,0,0,24004500108002
G24004500108003,865,243,0,38,24004500108003
G24004500108004,842,430,0,0,24004500108004
G24004709500001,413,17,7,0,24004709500001
G24004709500002,1077,46,6,53,24004709500002
G24004709501001,1344,49,0,0,24004709501001
G24004709501002,581,18,5,23,24004709501002
G24004709501003,188,0,0,0,24004709501003
G24004709503001,285,0,0,0,24004709503001
G24004709503002,970,0,0,26,24004709503002
G24004709503003,1077,0,0,207,24004709503003
G24004709503004,541,0,37,0,24004709503004
G24004709504001,2181,43,0,85,24004709504001
G24004709504002,360,0,0,27,24004709504002
